,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,CIDADE,ANO_BO,NUM_BO,DESCR_SOLUCAO,DESCR_PROVIDENCIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,NOME_MUNICIPIO_CIRC,DESCR_TIPO_BO,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,DESCRICAO_APRESENTACAO,DATAHORA_REGISTRO_BO,DATA_COMUNICACAO_BO,DATAHORA_IMPRESSAO_BO,DESCR_PERIODO,AUTORIA_BO,FLAG_INTOLERANCIA,TIPO_INTOLERANCIA,FLAG_FLAGRANTE,FLAG_STATUS,RUBRICA,DESCR_CONDUTA,DESDOBRAMENTO,BAIRRO,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,CEP,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,CONT_OBJETO,DESCR_MODO_OBJETO,DESCR_TIPO_OBJETO,DESCR_SUBTIPO_OBJETO,DESCR_UNIDADE,QUANTIDADE_OBJETO
16297930,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,947974,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-13,,,2012-10-13 22:19:00,2012-10-13,2012-10-13 22:19:11.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Av. Francisco Rodrigues Filho,3130,"-23,5058449357207","-46,1691641032189",5,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16298050,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,948477,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-14 01:14:00,2012-10-13,2012-10-14 01:13:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,av fernando voluntário pinheiro franco,283,,,1,SUBTRAÍDO                               ,Documentos                              ,Cartao de crédito                                           ,Unidade   ,1.0
16298051,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,948477,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-14 01:14:00,2012-10-13,2012-10-14 01:13:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,av fernando voluntário pinheiro franco,283,,,2,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16298052,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,948477,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-14 01:14:00,2012-10-13,2012-10-14 01:13:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,av fernando voluntário pinheiro franco,283,,,3,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário                                             ,Unidade   ,1.0
16298053,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,948477,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-14 01:14:00,2012-10-13,2012-10-14 01:13:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,av fernando voluntário pinheiro franco,283,,,4,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário e de crédito                                ,Unidade   ,1.0
16298054,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,948477,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-14 01:14:00,2012-10-13,2012-10-14 01:13:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,av fernando voluntário pinheiro franco,283,,,5,SUBTRAÍDO                               ,Documentos                              ,Carteira de associado de plano de saúde                     ,Unidade   ,1.0
16298055,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,948477,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-14 01:14:00,2012-10-13,2012-10-14 01:13:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,av fernando voluntário pinheiro franco,283,,,6,SUBTRAÍDO                               ,Documentos                              ,Carteira de associado de plano de saúde                     ,Unidade   ,1.0
16298056,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,948477,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-14 01:14:00,2012-10-13,2012-10-14 01:13:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,av fernando voluntário pinheiro franco,283,,,7,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16298057,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,948477,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-14 01:14:00,2012-10-13,2012-10-14 01:13:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,av fernando voluntário pinheiro franco,283,,,8,SUBTRAÍDO                               ,Documentos                              ,Cartao de crédito                                           ,Unidade   ,1.0
16298058,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,948477,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-14 01:14:00,2012-10-13,2012-10-14 01:13:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,av fernando voluntário pinheiro franco,283,,,9,SUBTRAÍDO                               ,Documentos                              ,Cartao de crédito                                           ,Unidade   ,1.0
16298059,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,948477,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-14 01:14:00,2012-10-13,2012-10-14 01:13:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,av fernando voluntário pinheiro franco,283,,,10,SUBTRAÍDO                               ,Documentos                              ,Cartao de crédito                                           ,Unidade   ,1.0
16298382,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,950426,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,03º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-12,,,2012-10-15 08:28:00,2012-10-15,2012-10-15 08:28:03.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Cesar de souza,Outros,Outros,,Av. Francisco rodrigues filho,3500,"-23,5040664365592","-46,1661158320728",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16298649,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,952402,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.POL.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-14,,,2012-10-15 17:27:00,2012-10-15,2012-10-15 17:27:18.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,V Pomar,Outros,Outros,,Av Pref Maurílio de Souza Leite Filho,758,,,1,SUBTRAÍDO                               ,Peça automotiva/acessório               ,Placa-Peça automotiva/acessório                             ,Unidade   ,1.0
16299288,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,956685,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-09-02,,,2012-10-16 17:08:00,2012-10-16,2012-10-16 17:07:31.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,alto do ipiranga,Outros,Outros,,rua. iataquaquecetuba n° 310,310,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16299338,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,957057,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-14,,,2012-10-16 19:28:00,2012-10-16,2012-10-16 19:28:04.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Avenida Prefeito Carlos Alberto Lopes,164,,,1,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16299503,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,958366,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-15,,,2012-10-17 06:06:00,2012-10-16,2012-10-17 06:05:36.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,JARDIM DAS BANDEIRAS,Outros,Outros,,RUA TAVARES BASTOS,33,"-23,5235385383386","-46,1470097359101",1,SUBTRAÍDO                               ,Peça automotiva/acessório               ,Placa-Peça automotiva/acessório                             ,Unidade   ,1.0
16299567,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,958954,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,04º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-08,,,2012-10-17 09:01:00,2012-10-16,2012-10-17 09:01:22.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Parque Residencial Itapeti,Outros,Outros,,Rua Francisco Régis de Oliveira,433,"-23,509016678547","-46,2081662370342",1,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16299568,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,958954,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,04º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-08,,,2012-10-17 09:01:00,2012-10-16,2012-10-17 09:01:22.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Parque Residencial Itapeti,Outros,Outros,,Rua Francisco Régis de Oliveira,433,"-23,509016678547","-46,2081662370342",2,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16299611,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,959241,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-02,,,2012-10-17 09:46:00,2012-10-16,2012-10-17 09:46:05.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Centro,Outros,Outros,,José Bonifácio,50,"-23,5239091466997","-46,1941176146353",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16300106,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,962765,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-17,,,2012-10-18 04:28:00,2012-10-17,2012-10-18 04:27:32.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,vila mogilar,Outros,Outros,,Avenida Francisco Rodrigues Filho,268,"-23,5090673658645","-46,1745221079557",1,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário e de crédito                                ,Unidade   ,1.0
16300657,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,966922,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-16,,,2012-10-19 04:40:00,2012-10-18,2012-10-19 04:40:09.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,R. prof. flaviano de melo,52,"-23,5248499077619","-46,203854609239",1,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16300728,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,967359,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-17,,,2012-10-19 07:36:00,2012-10-18,2012-10-19 07:36:29.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Centro Cívico,Outros,Outros,,"Av. Dr. Cândido Xavier de Almeida Souza,",200,"-23,5174294833476","-46,1837519926445",1,SUBTRAÍDO                               ,Documentos                              ,Documento de transferência de veículo                       ,Unidade   ,1.0
16300729,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,967359,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-17,,,2012-10-19 07:36:00,2012-10-18,2012-10-19 07:36:29.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Centro Cívico,Outros,Outros,,"Av. Dr. Cândido Xavier de Almeida Souza,",200,"-23,5174294833476","-46,1837519926445",2,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
